year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,state_province,country,start,gateway_enter,gateway_exit,melgeorges_enter,melgeorges_exit,myrtle_lake_enter,myrtle_lake_exit,crescent_enter,crescent_exit,ski_pulk_enter,ski_pulk_exit,finish_time,overall_duration,comments,unsupported
2023,Foot,14,"Sanchez, Ray",Sanchez,Ray,,,135,USA/CA,,,,1/30/2023 7:04,1/30/2023 16:41,1/30/2023 17:55,1/31/2023 5:00,1/31/2023 8:15,,,,,1/31/2023 21:30,1/31/2023 22:39,2/1/2023 8:44,,"""Those last 5 miles were the
longest 5 miles I've run""",
2011,Run,999,RAYMOND SANCHEZ,Sanchez,Raymond,,,135,,,,,1/31 07:01,1/31 16:10,1/31 17:35,2/1 04:03,2/1 07:36,,,,,2/1 22:20,2/1 23:53,,,Dropped - Medical - Ok @ Fortune Bay,
2015,Run,37,"Sandhaas, Larry",Sandhaas,Larry,,,131,IL USA,,,,1/26 07:04,1/26 18:38,1/26 19:03,1/27 08:50,1/27 09:57,,,,,1/28 06:45,1/28 07:01,1/28 15:36,56:32:00,,
2016,Run,999,"Sandhaas, Larry",Sandhaas,Larry,,,120,IL USA,,,,1/25 07:04,1/25 18:34,1/25 19:25,,,,,,,,,,,Dropped at SRR,
2017,Run,0,"Sandhaas, Larry",Sandhaas,Larry,,,132,IL USA,,,,1/30 07:04,1/30 18:39,1/30 19:10,1/31 09:15,1/31 10:41,,,,,2/1 01:50,,,,Drop at Surly,
2014,Run,14,Edward Sandor,Sandor,Edward,,,51,MN USA,,,,1/27 07:04,1/27 17:21,1/27 18:26,1/28 09:08,1/28 10:00,,,,,1/29 04:10,1/29 06:05,1/29 16:00,56:56:00,Finish time includes 1hr penalty for outside help,
2008,Foot,,,Santilhano,Michele,F,37,53,,,,,2/4/2008 7:17,2/4/2008 18:22,2/4/2008 19:40,2/5/2008 13:18,2/5/2008 14:00,,,,,,,2/6/2008 15:12,55:55:00,Unofficial Finish,
2023,Bike,27,"Sarka, Ryan",Sarka,Ryan,,,141,USA/NY,,,,1/30/2023 7:00,1/30/2023 13:30,1/30/2023 14:42,1/30/2023 20:28,1/31/2023 2:25,,,,,1/31/2023 8:00,1/31/2023 9:12,1/31/2023 12:59,,,
2022,Bike,16,"Sava, Shaun",Sava,Shaun,,,139,MN USA,,,,1/31 07:00,1/31 11:47,1/31 12:15,1/31 18:02,1/31 18:49,,,,,2/1 01:52,2/1 02:26,2/1 06:13,23:13:00,,
2017,Bike,6,"Schad, Charlie",Schad,Charlie,,,133,MN USA,,,,1/30 07:00,1/30 09:54,1/30 10:01,1/30 13:35,1/30 13:47,,,,,1/30 19:03,1/30 19:11,1/30 22:06,15:06:00,,
2023,Bike,5,"Schad, Charlie",Schad,Charlie,,,142,USA/MN,,,,1/30/2023 7:00,1/30/2023 10:52,1/30/2023 10:52,1/30/2023 15:20,1/30/2023 15:49,,,,,1/30/2023 21:32,1/30/2023 21:10,1/31/2023 1:40,,,
2013,Bike,26,OSCAR SCHEFERS,Schefers,Oscar,,,70,MN USA,,,,1/28 07:00,1/28 12:09,1/28 12:26,1/28 17:34,1/28 19:37,,,,,1/29 08:06,1/29 08:29,1/29 12:25,29:25:00,,
2011,Bike,999,OSCAR SCHEFERS,Schefers,Oscar,,,47,,,,,1/31 07:00,1/31 11:24,1/31 11:42,1/31 17:12,,,,,,,,,,Dropped @ MelGeorge,
2012,Run,7,BEN SCHIERER,Schierer,Ben,,,78,MN USA,,,,1/30 07:04,1/30 16:25,1/30 17:27,1/31 06:35,1/31 07:32,,,,,1/31 23:05,2/1 00:59,2/1 10:29,51:25:00,,
2023,Ski,999,"Schierer, Benjamin",Schierer,Benjamin,,,143,USA/MN,,,,1/30/2023 7:02,,,,,,,,,,,,,,
2017,Bike,54,"Schiesher, Nathaniel",Schiesher,Nathaniel,,,134,MN USA,,,,1/30 07:00,1/30 10:55,1/30 11:39,1/30 17:13,1/30 20:36,,,,,1/31 05:51,1/31 07:25,1/31 11:58,28:58:05,,
2016,Bike,56,"Schiesher, Nathaniel",Schiesher,Nathaniel,,,121,MN USA,,,,1/25 07:00,1/25 13:41,1/25 14:57,1/26 02:40,1/26 08:13,,,,,1/26 19:19,1/26 22:17,1/27 03:07,44:07:00,,
2020,Bike,49,"Schlagel, Julie",Schlagel,Julie,,,142,MN USA,,,,1/27 07:00,1/27 11:51,1/27 12:29,1/27 20:05,1/27 22:10,,,,,1/28 10:30,1/28 11:00,1/28 15:33,32:33:00,,
2017,Run,19,"Schlagel, Paul",Schlagel,Paul,,,136,MN USA,,,,1/30 07:04,1/30 16:26,1/30 16:54,1/31 03:44,1/31 07:04,,,,,1/31 20:10,1/31 22:40,2/1 11:09,52:05:00,,
2018,Run,23,"Schlagel, Paul",Schlagel,Paul,,,121,MN USA,,,,1/29 07:06,1/29 16:22,1/29 16:22,1/30 04:16,1/30 07:24,,,,,1/30 22:04,1/31 01:52,1/31 11:55,52:49:00,,
2020,Bike,37,"Schlagel, Paul",Schlagel,Paul,,,143,MN USA,,,,1/27 07:00,1/27 11:51,1/27 11:52,1/27 18:00,1/27 18:00,,,,,1/28 04:42,1/28 06:02,1/28 10:40,27:40:00,,TRUE
2022,Run,25,"Schlagel, Paul",Schlagel,Paul,,,140,MN USA,,,,1/31 07:04,1/31 17:40,1/31 17:40,2/1 06:17,2/1 06:17,,,,,2/2 00:17,2/2 05:23,2/2 14:09,55:05:00,,TRUE
2013,Run,999,EDWARD SCHMIDT,Schmidt,Edward,,,113,ONTARIO CANADA,,,,1/28 07:04,1/28 15:37,1/28 16:04,1/29 12:00,,,,,,,,,,Dropped at MelGeorge,
2023,Bike,999,"Schmoker, Tyler",Schmoker,Tyler,,,145,USA/MN,,,,1/30/2023 7:00,1/30/2023 12:13,1/30/2023 14:25,,,,,,,,,,,,
2012,Run,999,GRANT SCHNELL,Schnell,Grant,,,90,MN USA,,,,1/30 07:04,1/30 18:24,,,,,,,,,,,,DNF at Gateway,
2020,Run,45,"Schnorbach, Peter",Schnorbach,Peter,,,144,MN USA,,,,1/27 07:04,1/27 18:30,1/27 19:45,1/28 09:22,1/28 12:06,,,,,1/29 06:57,1/29 08:30,1/29 18:22,59:18:00,,
2015,Ski,1,"Schuder, Steve",Schuder,Steve,,,132,MN USA,,,,1/26 07:02,1/26 11:50,1/26 12:38,1/26 18:22,1/27 06:53,,,,,1/27 13:21,1/27 14:05,1/27 17:53,34:51:00,,
2022,Bike,41,"Schuetski, Murray",Schuetski,Murray,,,141,MN USA,,,,1/31 07:00,1/31 13:45,1/31 14:05,2/1 00:04,2/1 01:03,,,,,2/1 12:35,2/1 12:52,2/1 17:47,34:47:00,,
2016,Bike,24,"Schuetz, Justin",Schuetz,Justin,,,122,MN USA,,,,1/25 07:00,1/25 11:23,1/25 11:41,1/25 18:51,1/25 20:33,,,,,1/26 07:07,1/26 09:09,1/26 14:13,31:13:00,,
2022,Bike,41,"Schuetz, Justin",Schuetz,Justin,,,142,MN USA,,,,1/31 07:00,1/31 13:45,1/31 14:05,2/1 00:04,2/1 01:03,,,,,2/1 12:35,2/1 12:52,2/1 17:47,34:47:00,,
2014,Bike,999,Justin Schuetz,Schuetz,Justin,,,91,MN USA,,,,1/27 07:00,1/27 13:27,1/27 14:48,1/27 22:56,,,,,,,,,,Dropped at MelGeorge,
2019,Bike,999,"Schuetz, Justin",Schuetz,Justin,,,130,MN USA,,,,1/28 07:00,1/28 12:30,,,,,,,,,,,,,
2018,Run,28,"Schuneman, Dave",Schuneman,Dave,,,122,MN USA,,,,1/29 07:06,1/29 16:23,1/29 17:52,1/30 04:50,1/30 09:53,,,,,1/31 01:26,1/31 05:28,1/31 13:12,54:06:00,,
2023,Ski,999,"Schuneman, Dave",Schuneman,Dave,,,146,USA/MN,,,,1/30/2023 7:02,,,,,,,,,,,,,,
2008,Ski,,,Schurke,Bria,F,22,54,,,,,2/4/2008 7:20,2/4/2008 14:23,2/4/2008 15:14,2/5/2008 11:10,2/5/2008 13:02,2/6/2008 12:31,,,,,,,,Record,
2014,Run,9,CHRIS SCOTCH,Scotch,Chris,,,29,CA USA,,,,1/27 07:04,1/27 17:00,1/27 18:18,1/28 05:58,1/28 10:37,,,,,1/29 01:15,1/29 02:00,1/29 10:28,51:24:00,,
2015,Run,19,"SCOTCH, CHRIS",Scotch,Chris,,,134,OR USA,,,,1/26 07:04,1/26 17:02,1/26 18:15,1/27 06:29,1/27 11:28,,,,,1/28 01:15,1/28 02:59,1/28 10:35,51:31:00,,
2016,Run,17,"Scotch, Chris",Scotch,Chris,,,123,OR USA,,,,1/25 07:04,1/25 18:23,1/25 19:13,1/26 08:36,1/26 12:58,,,,,1/27 04:23,1/27 06:32,1/27 13:30,54:26:00,,
2011,Run,18,CHRIS SCOTCH,Scotch,Chris,,,80,,,,,1/31 07:01,1/31 18:52,1/31 20:29,2/1 10:24,2/1 13:35,,,,,2/2 07:45,2/2 09:08,2/2 16:13,57:12:00,,
2013,Run,6,CHRIS SCOTCH,Scotch,Chris,,,109,CA USA,,,,1/28 07:04,1/28 17:50,1/28 18:30,1/29 10:58,1/29 13:35,,,,,1/30 08:33,1/30 08:50,1/30 17:23,58:19:00,ERNEST SHACKLETON AWARD,
2018,Bike,42,"Scotch, Chris",Scotch,Chris,,,123,OR USA,,,,1/29 07:02,1/29 13:47,1/29 13:47,1/29 23:36,1/29 23:36,,,,,1/30 11:05,1/30 11:06,1/30 17:07,34:05:00,a' Trois award,TRUE
2017,Ski,6,"Scotch, Chris",Scotch,Chris,,,137,OR USA,,,,1/30 07:02,1/30 18:34,1/30 18:39,1/31 10:09,1/31 10:09,,,,,2/1 05:52,2/1 05:52,2/1 16:31,57:29:00,,TRUE
2019,Run,999,"Scotch, Chris",Scotch,Chris,,,132,OR USA,,,,1/28 07:04,,,,,,,,,,,,,,TRUE
2020,Run,999,"Scotch, Chris",Scotch,Chris,,,147,OR USA,,,,1/27 07:04,1/27 20:00,1/27 20:00,1/28 11:01,1/28 11:01,,,,,,,,,mile 97-ish,TRUE
2014,Run,9,Helen Scotch,Scotch,Helen,,,61,CA USA,,,,1/27 07:04,1/27 17:35,1/27 19:13,1/28 07:31,1/28 11:01,,,,,1/29 01:15,1/29 01:24,1/29 10:28,51:24:00,,
2016,Run,17,"Scotch, Helen",Scotch,Helen,,,124,OR USA,,,,1/25 07:04,1/25 17:47,1/25 18:33,1/26 08:35,1/26 12:58,,,,,1/27 03:11,1/27 03:24,1/27 13:30,54:26:00,,
2015,Run,32,"Scotch, Helen",Scotch,Helen,,,136,OR USA,,,,1/26 07:04,1/26 17:12,1/26 18:08,1/27 06:28,1/27 11:20,,,,,1/28 02:44,1/28 03:19,1/28 14:59,55:55:00,,
2019,Run,10,"Scotch, Helen",Scotch,Helen,,,133,OR USA,,,,1/28 07:04,1/28 18:00,1/28 19:30,1/29 09:15,1/29 12:50,,,,,1/30 05:10,1/30 06:30,1/30 15:09,56:05:00,,
2018,Bike,30,"Scotch, Helen",Scotch,Helen,,,124,OR USA,,,,1/29 07:02,1/29 11:54,1/29 11:55,1/29 17:29,1/29 17:29,,,,,1/30 02:33,1/30 03:09,1/30 08:58,25:56:00,One of 1st two woman with a' Trois award,TRUE
2020,Run,17,"Scotch, Helen",Scotch,Helen,,,148,OR USA,,,,1/27 07:04,1/27 17:10,1/27 17:10,1/28 05:07,1/28 05:07,,,,,1/28 20:20,1/28 20:59,1/29 05:47,46:43:00,1st to complete all three disciplines unsupported (we believe),TRUE
2017,Ski,6,"Scotch, Helen",Scotch,Helen,,,138,OR USA,,,,1/30 07:02,1/30 18:10,1/30 18:10,1/31 08:41,1/31 08:41,,,,,2/1 08:40,2/1 08:50,2/1 16:31,57:29:00,,TRUE
2015,Bike,15,"SCOTCH, MARK",Scotch,Mark,,,137,WI USA,,,,1/26 07:00,1/26 10:30,1/26 10:30,1/26 15:06,1/26 15:24,,,,,1/26 21:46,1/26 22:13,1/27 00:59,17:59:00,,
2022,Bike,21,"Scotch, Mark",Scotch,Mark,,,143,WI USA,,,,1/31 07:00,1/31 10:53,1/31 11:15,1/31 17:06,1/31 19:05,,,,,2/1 03:41,2/1 04:25,2/1 07:52,24:52:00,,
2016,Bike,20,"Scotch, Mark",Scotch,Mark,,,125,WI USA,,,,1/25 07:00,1/25 11:21,1/25 11:21,1/25 18:13,1/25 21:36,,,,,1/26 06:24,1/26 07:03,1/26 10:55,27:55:00,,
2013,Ski,1,MARK SCOTCH,Scotch,Mark,,,148,WI USA,,,,1/28 07:02,1/28 12:56,1/28 13:51,1/28 20:32,1/29 00:41,,,,,1/29 15:26,1/29 16:25,1/29 21:49,38:47:00,1st skier.  I'm a bit tired....,
2012,Ski,4,MARK SCOTCH,Scotch,Mark,,,133,WI USA,,,,1/30 07:02,1/30 13:53,1/30 15:14,1/31 00:00,1/31 05:22,,,,,1/31 15:22,1/31 16:23,1/31 22:22,39:20:00,,
2020,Run KS,1,"Scotch, Mark",Scotch,Mark,,,146,WI USA,,,,1/27 07:04,1/27 15:15,1/27 15:55,1/28 01:37,1/28 04:48,,,,,1/28 16:54,1/28 17:06,1/29 00:24,41:20:00,,
2014,Bike,999,MARK SCOTCH,Scotch,Mark,,,103,WI USA,,,,1/27 07:00,1/27 12:11,1/27 12:25,1/27 19:04,,,,,,,,,,Dropped at MelGeorge,
2019,Run KS,999,"Scotch, Mark",Scotch,Mark,,,131,WI USA,,,,1/28 07:04,1/28 17:10,1/28 17:50,1/29 07:30,1/29 10:25,,,,,,,,,,
2018,Bike,12,"Scotch, Mark",Scotch,Mark,,,125,WI USA,,,,1/29 07:02,1/29 10:46,1/29 10:46,1/29 15:15,1/29 15:17,,,,,1/29 21:47,1/29 21:56,1/30 02:20,19:18:00,,TRUE
2017,Bike,40,"Seaburg, Mark",Seaburg,Mark,,,139,MN USA,,,,1/30 07:00,1/30 10:27,1/30 10:27,1/30 15:18,1/30 15:27,,,,,1/30 23:32,1/31 00:07,1/31 05:38,22:38:00,,
2015,Bike,32,"SEABURG, MARK",Seaburg,Mark,,,138,MN USA,,,,1/26 07:00,1/26 10:50,1/26 11:05,1/26 16:17,1/26 16:47,,,,,1/27 01:18,1/27 02:25,1/27 06:05,23:05:00,,
2018,Bike,37,"Seaburg, Mark",Seaburg,Mark,,,126,MN USA,,,,1/29 07:02,1/29 11:33,1/29 11:33,1/29 16:51,1/29 17:37,,,,,1/30 07:41,1/30 08:15,1/30 12:58,29:56:00,,
2012,Bike,30,MARK SEABURG,Seaburg,Mark,,,42,MN USA,,,,1/30 07:00,1/30 11:26,1/30 11:49,1/30 18:23,1/30 19:49,,,,,1/31 09:14,1/31 09:27,1/31 14:06,31:06:00,,
2020,Bike,54,"Seaburg, Mark",Seaburg,Mark,,,149,MN USA,,,,1/27 07:00,1/27 11:20,1/27 11:20,1/27 17:49,1/27 19:03,,,,,1/28 10:40,1/28 11:16,1/28 16:34,33:34:00,,
2014,Bike,15,MARK SEABURG,Seaburg,Mark,,,104,MN USA,,,,1/27 07:00,1/27 11:22,1/27 11:53,1/27 17:32,1/27 19:00,,,,,1/28 13:05,1/28 13:39,1/28 17:06,34:06:00,,
2016,Bike,39,"Seaburg, Mark",Seaburg,Mark,,,126,MN USA,,,,1/25 07:00,1/25 11:53,1/25 11:53,1/25 20:45,1/25 22:55,,,,,1/26 13:30,1/26 13:51,1/26 18:47,35:47:00,,
2022,Bike,47,"Seaburg, Mark",Seaburg,Mark,,,144,MN USA,,,,1/31 07:00,1/31 12:25,1/31 13:22,1/31 22:00,2/1 06:25,,,,,2/1 16:53,2/1 17:24,2/1 22:08,39:08:00,,
2011,Bike,999,MARK SEABURG,Seaburg,Mark,,,42,,,,,1/31 07:00,1/31 12:18,1/31 12:45,1/31 19:59,2/1 06:41,,,,,,,,,Dropped,
2013,Bike,999,MARK SEABURG,Seaburg,Mark,,,64,MN USA,,,,1/28 07:00,1/28 12:11,1/28 12:33,1/28 18:30,1/28 19:38,,,,,,,,,Dropped in Orr,
2019,Bike,999,"Seaburg, Mark",Seaburg,Mark,,,190,MN USA,,,,1/28 07:00,1/28 12:25,1/28 13:10,,,,,,,,,,,,
2023,Bike,999,"Seaburg, Mark",Seaburg,Mark,,,148,USA/MN,,,,1/30/2023 7:00,,,,,,,,,,,,,,
2015,Bike,70,"SEARS, DAVID",Sears,David,,,139,ND USA,,,,1/26 07:00,1/26 12:14,1/26 13:42,1/26 21:37,1/27 01:59,,,,,1/27 15:47,1/27 16:58,1/28 00:06,41:06:00,,
2011,Bike,999,DAVID SEARS,Sears,David,,,21,,,,,1/31 07:00,1/31 15:25,,,,,,,,,,,,Dropped/OK,
2013,Bike,999,DAVID SEARS,Sears,David,,,28,ND USA,,,,1/28 07:00,1/28 15:44,1/28 18:07,,,,,,,,,,,Dropped,
2014,Bike,999,DAVID SEARS,Sears,David,,,46,ND USA,,,,1/27 07:00,,,,,,,,,,,,,Drop before Gateway - mechanical,
2010,Bike,,,Sears,David,M,41,105,,,,,2/1/2010 7:03,2/1/2010 16:15,,2/2/2010 15:52,,,,,,,,,,MelGeorges,
2019,Bike,999,"Selberg, Chad",Selberg,Chad,,,136,NY USA,,,,1/28 07:00,1/28 11:30,1/28 12:10,1/28 18:30,,,,,,,,,,,
2020,Run,999,"Selm, Bryan",Selm,Bryan,,,150,NJ USA,,,,1/27 07:04,1/27 19:25,1/27 20:25,1/28 11:08,1/28 13:03,,,,,1/29 08:50,1/29 08:50,,,mile 110,
2019,Run,999,"Severson, Shawn",Severson,Shawn,,,137,MN USA,,,,1/28 07:04,1/28 18:55,1/28 19:40,,,,,,,,,,,,
2020,Run,999,"Severson, Shawn",Severson,Shawn,,,151,MN USA,,,,1/27 07:04,1/27 19:30,1/27 19:50,,,,,,,,,,,b/f MelGeorges,
2023,Foot,999,"Severson, Shawn",Severson,Shawn,,,149,USA/MN,,,,1/30/2023 7:04,1/30/2023 20:00,,,,,,,,,,,,,
2023,Bike,38,"Seys, Derrick",Seys,Derrick,,,150,USA/IL,,,,1/30/2023 7:00,1/30/2023 13:03,1/30/2023 14:24,1/30/2023 22:15,1/31/2023 6:56,,,,,1/31/2023 15:06,1/31/2023 16:13,1/31/2023 20:17,,,
2010,Bike,,,Shand,Bill,M,40,9,,,,,2/1/2010 7:03,2/1/2010 12:15,2/1/2010 12:35,2/1/2010 18:30,2/1/2010 19:19,,,,2/2/2010 6:22,2/2/2010 6:37,2/2/2010 9:21,,26:18:00,,
2009,Bike,,,Shand,Bill,M,39,18,,,,,2/2/2009 7:27,2/2/2009 12:55,2/2/2009 13:15,2/2/2009 19:42,2/2/2009 22:05,,,,,,,2/3/2009 15:14,31:47:00,10B 10th overall,
2007,Bike,5,,Shand,Bill,M ,37,13,,,,USA,2/5/2007 8:22,,,2/5/2007 21:26,2/6/2006 6:55,,,,,,,2/6/2007 21:05,36:43:00,,
2012,Bike,11,BILL SHAND,Shand,Bill,,,8,SD USA/CANADA,,,,1/30 07:00,1/30 10:47,1/30 10:47,1/30 16:25,1/30 16:33,,,,,1/30 23:30,1/30 23:30,1/31 02:58,19:58:00,,
2011,Bike,13,BILL SHAND,Shand,Bill,,,8,,,,,1/31 07:00,1/31 11:29,1/31 11:46,1/31 17:45,1/31 18:20,,,,,2/1 03:54,2/1 05:23,2/1 09:09,26:09:00,,
2019,Ski,999,"Shand, Bill",Shand,Bill,,,138,NL CAN,,,,1/28 07:02,,,,,,,,,,,,,Hwy 53,
2023,Bike,9,"Shand, Bill",Shand,Bill,,,151,CAN/ON,,,,1/30/2023 7:00,1/30/2023 11:22,1/30/2023 11:22,1/30/2023 16:25,1/30/2023 16:25,,,,,1/30/2023 23:23,1/30/2023 23:23,1/31/2023 2:47,,,TRUE
2005,Bike,,,Shand,Bill,,,3,,Red Lake,ONT,CANADA,2/28/2005 7:02,,,,,3/1/2005 12:15,3/1/2005 12:40,,,,,3/1/2005 20:15,,,
2011,Run,999,STACEY SHAND,Shand,Stacey,,,129,,,,,1/31 07:01,1/31 19:10,1/31 20:37,,,,,,,,,,,dropped,
2023,Foot,19,"Shapiro, Aaron",Shapiro,Aaron,,,152,USA/MD,,,,1/30/2023 7:04,1/30/2023 18:44,1/30/2023 19:45,1/31/2023 9:06,1/31/2023 10:40,,,,,2/1/2023 4:43,2/1/2023 5:11,2/1/2023 13:44,,,
2014,Ski,1,Ben Shillington,Shillington,Ben,,,13,Ontario Canada,,,,1/27 07:02,1/27 18:00,1/27 19:24,1/28 07:48,1/28 11:48,,,,,1/29 03:00,1/29 03:10,1/29 13:08,54:06:00,,
2008,Foot,,,Shipley,James,M,36,55,,,,,2/4/2008 7:23,2/4/2008 10:50,,,,,,,,,,,,DNF-Gateway,
2020,Run,27,"Shremshock, Mikala",Shremshock,Mikala,,,153,WV USA,,,,1/27 07:04,1/27 16:05,1/27 16:20,1/28 03:53,1/28 07:03,,,,,1/28 21:25,1/28 23:19,1/29 09:26,50:22:00,,
2022,Run,28,"Shremshock, Mikala",Shremshock,Mikala,,,145,WV USA,,,,1/31 07:04,1/31 17:55,1/31 18:35,2/1 07:34,2/1 10:34,,,,,2/2 02:13,2/2 05:13,2/2 15:34,56:30:00,,
2012,Bike,23,DALLAS SIGURDUR,Sigurdur,Dallas,,,82,MANITOBA CANADA,,,,1/30 07:00,1/30 11:51,1/30 12:13,1/30 18:17,1/30 18:53,,,,,1/31 03:08,1/31 04:32,1/31 08:45,25:45:00,,
2017,Bike,51,"Sigurdur, Dallas",Sigurdur,Dallas,,,141,MAN CAN,,,,1/30 07:00,1/30 11:19,1/30 11:37,1/30 17:11,1/30 17:30,,,,,1/31 02:18,1/31 03:40,1/31 09:19,26:19:00,,
2018,Bike,34,"Sigurdur, Dallas",Sigurdur,Dallas,,,127,MAN CAN,,,,1/29 07:02,1/29 11:46,1/29 12:10,1/29 17:53,1/29 19:39,,,,,1/30 04:54,1/30 07:03,1/30 11:43,28:41:00,,
2016,Bike,54,"Sigurdur, Dallas",Sigurdur,Dallas,,,128,MAN CAN,,,,1/25 07:00,1/25 12:41,1/25 12:51,1/25 22:43,1/26 01:05,,,,,1/26 15:33,1/26 17:42,1/27 01:27,42:27:00,,
2011,Run,999,DALLAS SIGURDUR,Sigurdur,Dallas,,,84,,,,,1/31 07:01,1/31 18:01,1/31 19:08,,,,,,,,,,,Drop,
2013,Bike,999,DALLAS SIGURDUR,Sigurdur,Dallas,,,25,MANITOBA CANADA,,,,1/28 07:00,1/28 12:27,1/28 12:36,1/28 18:36,1/28 18:53,,,,,1/29 15:26,,,,Dropped at SkiPulk,
2014,Bike,999,DALLAS SIGURDUR,Sigurdur,Dallas,,,35,Manitoba Canada,,,,1/27 07:00,,,,,,,,,,,,,Drop before Gateway,
2015,Run,999,"SIGURDUR, DALLAS",Sigurdur,Dallas,,,140,MB Canada,,,,1/26 07:00,1/26 17:54,1/26 19:43,1/27 09:20,1/27 11:31,,,,,1/28 08:15,,,,Dropped at Ski Pulk,
2012,Bike,999,MARK SILVERMAN,Silverman,Mark,,,43,AK USA,,,,1/30 07:00,,,,,,,,,,,,,,
2008,Bike,,,Simmons,Dave,M,29,16,,,,,2/4/2008 7:49,2/4/2008 12:08,2/4/2008 12:38,2/4/2008 19:05,2/4/2008 23:10,,,,,,,2/5/2008 13:02,29:13:00,,
2012,Bike,22,DAVE SIMMONS,Simmons,Dave,,,17,ND USA,,,,1/30 07:00,1/30 11:35,1/30 12:13,1/30 18:38,1/30 19:48,,,,,1/31 03:10,1/31 04:08,1/31 08:42,25:42:00,,
2011,Bike,20,DAVE SIMMONS,Simmons,Dave,,,19,,,,,1/31 07:00,1/31 11:40,1/31 13:02,1/31 18:56,1/31 20:42,,,,,2/1 05:06,2/1 10:24,2/1 12:50,29:50:00,,
2013,Bike,999,DAVE SIMMONS,Simmons,Dave,,,27,ND USA,,,,1/28 07:00,1/28 11:35,1/28 12:13,1/28 17:41,1/28 18:46,,,,,,,,,Dropped at SkiPulk,
2014,Run,999,DAVE SIMMONS,Simmons,Dave,,,40,ND USA,,,,1/27 07:04,1/27 20:00,,,,,,,,,,,,Dropped at Gateway,
2006,Bike,,,SIMMONS,DAVE,M ,27,12,,,,USA,2/6/2006 7:00,,,2/6/2006 18:51,2/6/2006 22:27,,,,,,,,,SCR,
2009,Bike,,,Simmons,Dave,M,30,6,,,,,2/2/2009 7:32,2/2/2009 13:17,2/2/2009 13:33,,,,,,,,,,,DNF,
2010,Bike,,,Simmons,David,M,31,24,,,,,2/1/2010 7:03,2/1/2010 12:36,2/1/2010 14:30,2/2/2010 7:44,,,,,2/2/2010 15:03,2/2/2010 15:47,2/2/2010 17:50,,34:47:00,,
2006,Bike,,,SIMONS,JASON,M ,21,16,,,,USA,2/6/2006 7:00,,,,,,,,,,,,,SCR Hwy 53,
2014,Bike,999,Brett Simpson,Simpson,Brett,,,19,PA USA,,,,1/27 07:00,1/27 11:49,,,,,,,,,,,,Dropped at Gateway,
2017,Bike,13,"Simula, Evan",Simula,Evan,,,142,MI USA,,,,1/30 07:00,1/30 09:59,1/30 09:59,1/30 14:00,1/30 14:22,,,,,1/30 19:50,1/30 20:01,1/30 23:41,16:41:00,,
2018,Bike,999,"Simula, Evan",Simula,Evan,,,128,MI USA,,,,1/29 07:02,1/29 10:48,1/29 10:48,1/29 15:31,,,,,,,,,,Drop at MelGeorge,
2023,Bike,18,"Simula, Evan",Simula,Evan,,,153,USA/MI,,,,1/30/2023 7:00,1/30/2023 11:26,1/30/2023 11:26,1/30/2023 16:50,1/30/2023 16:50,,,,,1/31/2023 0:40,1/31/2023 4:59,1/31/2023 9:08,,,TRUE
2010,Bike,,,Siravo,Michael,M,43,106,,,,,2/1/2010 7:03,2/1/2010 14:10,,,,,,,,,,,,Gateway,
2013,Run,999,ROBBIE SKANTZ,Skantz,Robbie,,,137,MN USA,,,,1/28 07:04,1/28 19:41,1/28 20:42,,,,,,,,,,,Dropped at Ash River Trl.,
2014,Run,999,ROBBIE SKANTZ,Skantz,Robbie,,,133,MN USA,,,,1/27 07:04,1/27 18:52,1/27 19:59,1/28 08:15,,,,,,,,,,Dropped at MelGeorge,
2018,Run,999,"Skantz, Robbie",Skantz,Robbie,,,129,MN USA,,,,1/29 07:06,1/29 18:00,,,,,,,,,,,,Dropped at Gateway,TRUE
2019,Bike,999,"Skoning, Ben",Skoning,Ben,,,140,WI USA,,,,1/28 07:00,1/28 14:25,1/28 16:25,,,,,,,,,,,,
2010,Bike,,,Skora,Pat,M,29,40,,,,,2/1/2010 7:03,2/1/2010 15:30,2/1/2010 16:43,2/2/2010 8:09,,,,,,,,,,MelGeorges,
2008,Bike,,,Skora,Patrick,M,27,56,,,,,2/4/2008 7:23,2/4/2008 14:07,2/4/2008 14:46,2/4/2008 23:04,2/5/2008 3:47,,,,,,,,,DNF-2/5 07:23,
2014,Run,12,SHANE SKOWRON,Skowron,Shane,,,146,NY USA,,,,1/27 07:04,1/27 17:23,1/27 18:09,1/28 06:43,1/28 08:09,,,,,1/29 00:30,1/29 01:15,1/29 11:14,52:10:00,,
2012,Run,14,SHANE SKOWRON,Skowron,Shane,,,122,NY USA,,,,1/30 07:04,1/30 16:39,1/30 16:59,1/31 06:11,1/31 08:30,,,,,2/1 02:21,2/1 03:12,2/1 13:35,54:31:00,,
2013,Run,999,SHANE SKOWRON,Skowron,Shane,,,141,NY USA,,,,1/28 07:04,1/28 18:29,1/28 18:55,1/29 13:30,1/29 13:50,,,,,,,,,Missed 3rd checkpoint cutoff,
2020,Ski,2,"Skustad, Carl",Skustad,Carl,,,154,MN USA,,,,1/27 07:02,1/27 11:18,1/27 11:46,1/27 18:13,1/27 21:12,,,,,1/28 07:25,1/28 09:00,1/28 13:50,30:48:00,,
