year,category,position,name,lastname,firstname,gender,age,bib,state_province_country,city,country,start_time,gateway_enter_time,gateway_exit_time,gateway_time_duration,melgeorges_enter_time,melgeorges_exit_time,melgeorges_time_duration,myrtle_lake_enter_time,myrtle_lake_exit_time,myrtle_lake_time_duration,crescent_enter_time,crescent_exit_time,crescent__time_duration,ski_pulk_enter_time,ski_pulk_exit_time,ski_pulk_time_duration,finish_time,overall_time_duration,overall_time_duration_computed,comments,unsupported
2008,Ski,,,Rogers,Phil,M,44,51,,,,2008-02-04T07:19:00.0000000,2008-02-04T12:35:00.0000000,2008-02-04T13:08:00.0000000,0:33:00,2008-02-04T20:11:00.0000000,,,,,,,,,,,,2008-02-06T12:31:00.0000000,53:12:00,53:12:00,DNF-2/5 21:22,
2017,Ski,0,"Rogers, Philip",Rogers,Philip,,,126,MN USA,,,2017-01-30T07:02:00.0000000,2017-01-30T11:25:00.0000000,2017-01-30T11:36:00.0000000,0:11:00,2017-01-30T17:32:00.0000000,,,,,,,,,,,,,,,Drop at MelGeorges,
2015,Run,31,"Roget, Vance",Roget,Vance,,,123,CA USA,,,2015-01-26T07:04:00.0000000,2015-01-26T18:28:00.0000000,2015-01-26T19:06:00.0000000,0:38:00,2015-01-27T08:47:00.0000000,2015-01-27T09:28:00.0000000,0:41:00,,,,,,,2015-01-28T03:35:00.0000000,2015-01-28T04:28:00.0000000,0:53:00,2015-01-28T14:55:00.0000000,55:51:00,55:51:00,,
2010,Foot,,,Roget,Vance,M,55,102,,,,2010-02-01T07:03:00.0000000,2010-02-01T18:15:00.0000000,,,,,,,,,,,,,,,,,,MelGeorges,
2017,Bike,30,"Rohwer, Judd",Rohwer,Judd,,,127,NM USA,,,2017-01-30T07:00:00.0000000,2017-01-30T10:37:00.0000000,2017-01-30T10:53:00.0000000,0:16:00,2017-01-30T15:23:00.0000000,2017-01-30T15:32:00.0000000,0:09:00,,,,,,,2017-01-30T23:16:00.0000000,2017-01-30T23:57:00.0000000,0:41:00,2017-01-31T04:05:00.0000000,21:05:00,21:05:00,,
2020,Bike,61,"Rohwer, Judd",Rohwer,Judd,,,138,NM USA,,,2020-01-27T07:00:00.0000000,2020-01-27T12:26:00.0000000,2020-01-27T12:58:00.0000000,0:32:00,2020-01-27T21:25:00.0000000,2020-01-28T00:31:00.0000000,3:06:00,,,,,,,2020-01-28T11:55:00.0000000,2020-01-28T12:30:00.0000000,0:35:00,2020-01-28T18:37:00.0000000,35:37:00,35:37:00,,
2015,Bike,60,"ROHWER, JUDD",Rohwer,Judd,,,124,NM USA,,,2015-01-26T07:00:00.0000000,2015-01-26T12:35:00.0000000,2015-01-26T12:58:00.0000000,0:23:00,2015-01-27T00:05:00.0000000,2015-01-27T00:12:00.0000000,0:07:00,,,,,,,2015-01-27T12:52:00.0000000,2015-01-27T13:48:00.0000000,0:56:00,2015-01-27T19:02:00.0000000,36:02:00,36:02:00,,
2016,Bike,41,"Rohwer, Judd",Rohwer,Judd,,,114,NM USA,,,2016-01-25T07:00:00.0000000,2016-01-25T13:05:00.0000000,2016-01-25T13:26:00.0000000,0:21:00,2016-01-25T21:26:00.0000000,2016-01-25T22:55:00.0000000,1:29:00,,,,,,,2016-01-26T14:15:00.0000000,2016-01-26T14:25:00.0000000,0:10:00,2016-01-26T19:29:00.0000000,36:29:00,36:29:00,,
2014,Bike,25,JUDD ROHWER,Rohwer,Judd,,,90,NM USA,,,2014-01-27T07:00:00.0000000,2014-01-27T14:02:00.0000000,2014-01-27T15:43:00.0000000,1:41:00,2014-01-27T22:07:00.0000000,2014-01-28T09:22:00.0000000,11:15:00,,,,,,,2014-01-28T17:24:00.0000000,2014-01-28T18:34:00.0000000,1:10:00,2014-01-28T23:00:00.0000000,40:00:00,40:00:00,,
2013,Bike,999,JUDD ROHWER,Rohwer,Judd,,,56,NM USA,,,2013-01-28T07:00:00.0000000,2013-01-28T14:36:00.0000000,2013-01-28T15:58:00.0000000,1:22:00,2013-01-29T13:36:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2018,Bike,43,"Rohwer, Judd",Rohwer,Judd,,,116,NM USA,,,2018-01-29T07:02:00.0000000,2018-01-29T11:58:00.0000000,2018-01-29T11:58:00.0000000,0:00:00,2018-01-29T17:38:00.0000000,2018-01-29T17:38:00.0000000,0:00:00,,,,,,,2018-01-30T11:26:00.0000000,2018-01-30T13:19:00.0000000,1:53:00,2018-01-30T17:48:00.0000000,34:46:00,34:46:00,,TRUE
2019,Bike,999,"Rohwer, Judd",Rohwer,Judd,,,122,NM USA,,,2019-01-28T07:00:00.0000000,2019-01-28T12:10:00.0000000,2019-01-28T12:10:00.0000000,0:00:00,2019-01-28T18:50:00.0000000,,,,,,,,,,,,,,,,TRUE
2022,Bike,999,"Rohwer, Judd",Rohwer,Judd,,,138,NM USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:57:00.0000000,2022-01-31T12:25:00.0000000,0:28:00,2022-01-31T20:08:00.0000000,,,,,,,,,,,,,,,at MelGeorges,
2023,Bike,42,"Rohwer, Judd",Rohwer,Judd,,,133,USA/NM,,,2023-01-30T07:00:00.0000000,2023-01-30T13:02:00.0000000,2023-01-30T13:47:00.0000000,0:45:00,2023-01-30T20:46:00.0000000,2023-01-31T08:06:00.0000000,11:20:00,,,,,,,2023-01-31T16:16:00.0000000,2023-01-31T16:49:00.0000000,0:33:00,2023-01-31T21:07:00.0000000,,38:07:00,,
2013,Bike,999,TED ROHWER,Rohwer,Ted,,,86,NM USA,,,2013-01-28T07:00:00.0000000,2013-01-28T14:36:00.0000000,,,,,,,,,,,,,,,,,,Dropped at Gateway - physical,
2017,Bike,65,"Rohwer, Tedd",Rohwer,Tedd,,,128,NM USA,,,2017-01-30T07:00:00.0000000,2017-01-30T11:47:00.0000000,2017-01-30T12:10:00.0000000,0:23:00,2017-01-30T18:28:00.0000000,2017-01-30T21:06:00.0000000,2:38:00,,,,,,,2017-01-31T09:39:00.0000000,2017-01-31T10:29:00.0000000,0:50:00,2017-01-31T16:02:00.0000000,33:02:00,33:02:00,,
2015,Bike,60,"ROHWER, TEDD",Rohwer,Tedd,,,125,NM USA,,,2015-01-26T07:00:00.0000000,2015-01-26T12:35:00.0000000,2015-01-26T12:58:00.0000000,0:23:00,2015-01-27T00:05:00.0000000,2015-01-27T00:12:00.0000000,0:07:00,,,,,,,2015-01-27T12:52:00.0000000,2015-01-27T13:48:00.0000000,0:56:00,2015-01-27T19:02:00.0000000,36:02:00,36:02:00,,
2014,Bike,999,TEDD ROHWER,Rohwer,Tedd,,,155,NM USA,,,2014-01-27T07:00:00.0000000,2014-01-27T14:02:00.0000000,,,,,,,,,,,,,,,,,,Dropped at Gateway,
2016,Bike,999,"Rohwer, Tedd",Rohwer,Tedd,,,115,NM USA,,,2016-01-25T07:00:00.0000000,2016-01-25T14:00:00.0000000,2016-01-25T14:59:00.0000000,0:59:00,,,,,,,,,,,,,,,,Dropped at SRR,
2018,Bike,999,"Rohwer, Tedd",Rohwer,Tedd,,,117,MN USA,,,2018-01-29T07:02:00.0000000,2018-01-29T12:55:00.0000000,2018-01-29T13:19:00.0000000,0:24:00,2018-01-29T20:21:00.0000000,,,,,,,,,,,,,,,Dropped at Mel George,
2023,Foot,25,"Roschlan, Jessica",Roschlan,Jessica,,,134,USA/MN,,,2023-01-30T07:04:00.0000000,2023-01-30T19:07:00.0000000,2023-01-30T20:00:00.0000000,0:53:00,2023-01-31T10:05:00.0000000,2023-01-31T11:41:00.0000000,1:36:00,,,,,,,2023-02-01T05:43:00.0000000,2023-02-01T07:35:00.0000000,1:52:00,2023-02-01T17:00:00.0000000,,57:56:00,,
2016,Bike,2,"Ross, Will",Ross,Will,,,116,AK USA,,,2016-01-25T07:00:00.0000000,2016-01-25T10:29:00.0000000,2016-01-25T10:29:00.0000000,0:00:00,2016-01-25T14:45:00.0000000,2016-01-25T14:49:00.0000000,0:04:00,,,,,,,2016-01-25T20:33:00.0000000,2016-01-25T20:41:00.0000000,0:08:00,2016-01-25T23:33:00.0000000,16:33:00,16:33:00,,
2006,Ski,,,ROSSMAN,MITCH,"M ",49,8,,,USA,2006-02-06T07:00:00.0000000,,,,,,,,,,,,,,,,,,,SCR Hwy 53?,
2011,Run,999,MITCHELL ROSSMAN,Rossman,Mitchell,,,118,,,,2011-01-31T07:01:00.0000000,2011-01-31T19:15:00.0000000,,,,,,,,,,,,,,,,,,Drop Gateway,
2008,Foot,,,Rossman,Mitchell,M,51,24,,,,2008-02-04T07:00:00.0000000,2008-02-04T17:29:00.0000000,2008-02-04T18:11:00.0000000,0:42:00,2008-02-05T10:10:00.0000000,,,,,,,,,,,,,,,DNF-MelGeo,
2009,Foot,,,Rossman,Mitchell,M,52,56,,,,2009-02-02T07:09:00.0000000,2009-02-02T17:52:00.0000000,2009-02-02T18:40:00.0000000,0:48:00,,,,,,,,,,,,,,,,DNF,
2019,Bike,5,"Roubal, Jan",Roubal,Jan,,,124,ON CAN,,,2019-01-28T07:00:00.0000000,2019-01-28T10:25:00.0000000,2019-01-28T10:25:00.0000000,0:00:00,2019-01-28T14:20:00.0000000,2019-01-28T15:00:00.0000000,0:40:00,,,,,,,2019-01-28T19:47:00.0000000,2019-01-28T19:55:00.0000000,0:08:00,2019-01-28T22:45:00.0000000,15:45:11,15:45:00,,
2009,Ski,,,Rowe,Tom,M,60,57,,,,2009-02-02T07:13:00.0000000,2009-02-02T17:35:00.0000000,,,,,,,,,,,,,,,,,,DNF,
2015,Run,6,"Rufat-Latre, Jorge",Rufat-Latre,Jorge,,,127,CO USA,,,2015-01-26T07:04:00.0000000,2015-01-26T14:48:00.0000000,2015-01-26T15:03:00.0000000,0:15:00,2015-01-27T00:34:00.0000000,2015-01-27T01:05:00.0000000,0:31:00,,,,,,,2015-01-27T15:10:00.0000000,2015-01-27T15:35:00.0000000,0:25:00,2015-01-27T23:37:00.0000000,40:33:00,40:33:00,,
2019,Run,999,"Rufin, Alpert",Rufin,Alpert,,,125,IL USA,,,2019-01-28T07:04:00.0000000,2019-01-28T17:30:00.0000000,2019-01-28T18:30:00.0000000,1:00:00,,,,,,,,,,,,,,,,,
2023,Foot,21,"Russell, Kim",Russell,Kim,,,140,USA/SC,,,2023-01-30T07:04:00.0000000,2023-01-30T18:58:00.0000000,2023-01-30T20:10:00.0000000,1:12:00,2023-01-31T09:55:00.0000000,2023-01-31T11:09:00.0000000,1:14:00,,,,,,,2023-02-01T01:52:00.0000000,2023-02-01T02:23:00.0000000,0:31:00,2023-02-01T14:02:00.0000000,,54:58:00,,
2011,Bike,999,LANCE RUSSELL,Russell,Lance,,,39,,,,2011-01-31T07:00:00.0000000,2011-01-31T12:19:00.0000000,2011-01-31T12:51:00.0000000,0:32:00,,,,,,,,,,,,,,,,Drop Medical-Okay,
2011,Bike,33,TRAVIS RUSSELL,Russell,Travis,,,61,,,,2011-01-31T07:00:00.0000000,2011-01-31T11:09:00.0000000,2011-01-31T12:52:00.0000000,1:43:00,2011-01-31T18:19:00.0000000,2011-02-01T04:43:00.0000000,10:24:00,,,,,,,2011-02-01T13:46:00.0000000,2011-02-01T16:46:00.0000000,3:00:00,2011-02-01T19:47:00.0000000,36:47:00,36:47:00,,
2023,Foot,999,"Ruthenbeck, Andrew",Ruthenbeck,Andrew,,,136,USA/NV,,,2023-01-30T07:04:00.0000000,2023-01-30T17:48:00.0000000,,,,,,,,,,,,,,,,,,,
2023,Foot,25,"Ryan, Jim",Ryan,Jim,,,137,USA/WA,,,2023-01-30T07:04:00.0000000,2023-01-30T18:06:00.0000000,2023-01-30T19:11:00.0000000,1:05:00,2023-01-31T10:26:00.0000000,2023-01-31T12:24:00.0000000,1:58:00,,,,,,,2023-02-01T05:53:00.0000000,2023-02-01T07:55:00.0000000,2:02:00,2023-02-01T17:00:00.0000000,,57:56:00,,
2010,Foot,,,Saari,Daryl,M,47,39,,,,2010-02-01T07:03:00.0000000,2010-02-01T18:09:00.0000000,2010-02-01T18:50:00.0000000,0:41:00,2010-02-02T07:26:00.0000000,2010-02-02T10:29:00.0000000,3:03:00,,,,,2010-02-03T04:44:00.0000000,,2010-02-03T04:58:00.0000000,2010-02-03T13:13:00.0000000,8:15:00,,54:10:00,,,
2012,Bike,38,DARYL SAARI,Saari,Daryl,,,84,MN USA,,,2012-01-30T07:04:00.0000000,2012-01-30T13:16:00.0000000,2012-01-30T13:35:00.0000000,0:19:00,2012-01-30T22:26:00.0000000,2012-01-30T23:54:00.0000000,1:28:00,,,,,,,2012-01-31T14:05:00.0000000,2012-01-31T14:10:00.0000000,0:05:00,2012-01-31T19:46:00.0000000,36:42:00,36:42:00,,
2017,Run,20,"Saari, Daryl",Saari,Daryl,,,130,MN USA,,,2017-01-30T07:04:00.0000000,2017-01-30T17:20:00.0000000,2017-01-30T18:03:00.0000000,0:43:00,2017-01-31T06:52:00.0000000,2017-01-31T09:12:00.0000000,2:20:00,,,,,,,2017-02-01T00:45:00.0000000,2017-02-01T01:52:00.0000000,1:07:00,2017-02-01T11:19:00.0000000,52:15:00,52:15:00,,
2018,Run,31,"Saari, Daryl",Saari,Daryl,,,118,MN USA,,,2018-01-29T07:06:00.0000000,2018-01-29T17:33:00.0000000,2018-01-29T18:36:00.0000000,1:03:00,2018-01-30T08:02:00.0000000,2018-01-30T10:23:00.0000000,2:21:00,,,,,,,2018-01-31T04:08:00.0000000,2018-01-31T04:24:00.0000000,0:16:00,2018-01-31T14:43:00.0000000,55:37:00,55:37:00,,
2015,Ski,3,"SAARI, DARYL",Saari,Daryl,,,129,MN USA,,,2015-01-26T07:02:00.0000000,2015-01-26T18:28:00.0000000,2015-01-26T19:53:00.0000000,1:25:00,2015-01-27T10:59:00.0000000,2015-01-27T12:48:00.0000000,1:49:00,,,,,,,2015-01-28T08:18:00.0000000,2015-01-28T08:56:00.0000000,0:38:00,2015-01-28T17:42:00.0000000,58:40:00,58:40:00,Arrowhead a Trois award winner,
2016,Run,,"Saari, Daryl",Saari,Daryl,,,117,MN USA,,,2016-01-25T07:04:00.0000000,2016-01-25T18:54:00.0000000,2016-01-25T19:53:00.0000000,0:59:00,2016-01-26T11:15:00.0000000,2016-01-26T12:58:00.0000000,1:43:00,,,,,,,2016-01-27T08:58:00.0000000,2016-01-27T09:48:00.0000000,0:50:00,2016-01-27T19:17:00.0000000,60:13:00,60:13:00,Missed time cut,
2011,Run,999,DARYL SAARI,Saari,Daryl,,,86,,,,2011-01-31T07:01:00.0000000,2011-01-31T18:32:00.0000000,2011-01-31T20:29:00.0000000,1:57:00,,,,,,,,,,,,,,,,Drop,
2013,Ski,999,DARYL SAARI,Saari,Daryl,,,147,MN USA,,,2013-01-28T07:02:00.0000000,2013-01-28T19:25:00.0000000,2013-01-28T20:16:00.0000000,0:51:00,,,,,,,,,,,,,,,,Dropped at MelGeorge,
2023,Foot,999,"Saari, Daryl",Saari,Daryl,,,138,USA/WI,,,2023-01-30T07:04:00.0000000,2023-01-30T18:01:00.0000000,,,,,,,,,,,,,,,,,,,
2015,Bike,72,"Saari, Lynn",Saari,Lynn,,,130,MN USA,,,2015-01-26T07:00:00.0000000,2015-01-26T13:56:00.0000000,2015-01-26T14:51:00.0000000,0:55:00,2015-01-27T00:21:00.0000000,2015-01-27T07:07:00.0000000,6:46:00,,,,,,,2015-01-27T19:32:00.0000000,2015-01-27T22:19:00.0000000,2:47:00,2015-01-28T05:03:00.0000000,46:03:00,46:03:00,,
2011,Run,999,LYNN SAARI,Saari,Lynn,,,112,,,,2011-01-31T07:01:00.0000000,2011-01-31T19:58:00.0000000,,,,,,,,,,,,,,,,,,Dropped Gateway,
2012,Run,999,LYNN SAARI,Saari,Lynn,,,104,MN USA,,,2012-01-30T07:04:00.0000000,2012-01-30T18:27:00.0000000,2012-01-30T19:18:00.0000000,0:51:00,,,,,,,,,,,,,,,,,
2016,Bike,999,"Saari, Lynn",Saari,Lynn,,,118,MN USA,,,2016-01-25T07:00:00.0000000,2016-01-25T16:14:00.0000000,,,,,,,,,,,,,,,,,,,
2018,Run,999,"Saari, Lynn",Saari,Lynn,,,119,MN USA,,,2018-01-29T07:06:00.0000000,2018-01-29T18:44:00.0000000,2018-01-29T19:59:00.0000000,1:15:00,2018-01-30T10:29:00.0000000,,,,,,,,,,,,,,,Dropped at Mel George,
2008,Foot,,,Salwei,Sam,M,26,52,,,,,,,,,,,,,,,,,,,,,,,DQ,
2009,Bike,,,Sample,Todd,M,36,58,,,,2009-02-02T08:02:00.0000000,2009-02-02T15:20:00.0000000,2009-02-02T15:32:00.0000000,0:12:00,2009-02-02T22:45:00.0000000,,,,,,,,,,,,,,,DNF,
2010,Bike,,,Sample,Todd,M,37,103,,,,2010-02-01T07:03:00.0000000,2010-02-01T12:35:00.0000000,,,,,,,,,,,,,,,,,,Gateway,
2020,Bike,32,"Sampson, Bryan",Sampson,Bryan,,,140,MN USA,,,2020-01-27T07:00:00.0000000,2020-01-27T11:30:00.0000000,2020-01-27T11:31:00.0000000,0:01:00,2020-01-27T17:30:00.0000000,2020-01-27T18:47:00.0000000,1:17:00,,,,,,,2020-01-28T03:21:00.0000000,2020-01-28T04:19:00.0000000,0:58:00,2020-01-28T08:36:00.0000000,25:36:00,25:36:00,,
2022,Bike,18,"Sampson, Bryan",Sampson,Bryan,,,136,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:26:00.0000000,2022-01-31T11:26:00.0000000,0:00:00,2022-01-31T17:49:00.0000000,2022-01-31T17:49:00.0000000,0:00:00,,,,,,,2022-02-01T02:19:00.0000000,2022-02-01T03:10:00.0000000,0:51:00,2022-02-01T06:44:00.0000000,23:44:00,23:44:00,,TRUE
2023,Bike,999,"Sampson, Bryan",Sampson,Bryan,,,139,USA/MN,,,2023-01-30T07:00:00.0000000,2023-01-30T13:27:00.0000000,2023-01-30T13:27:00.0000000,0:00:00,,,,,,,,,,,,,,,,Drop at MelGeorge's,TRUE
2019,Bike,999,"Sampson, Bryan",Sampson,Bryan,,,126,MN USA,,,2019-01-28T07:00:00.0000000,2019-01-28T11:35:00.0000000,2019-01-28T12:15:00.0000000,0:40:00,2019-01-28T18:05:00.0000000,,,,,,,,,,,,,,,,
2022,Bike,31,"Sanborn, Allen",Sanborn,Allen,,,137,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:53:00.0000000,2022-01-31T12:15:00.0000000,0:22:00,2022-01-31T18:39:00.0000000,2022-01-31T19:16:00.0000000,0:37:00,,,,,,,2022-02-01T07:52:00.0000000,2022-02-01T08:13:00.0000000,0:21:00,2022-02-01T12:53:00.0000000,29:53:00,29:53:00,,
2010,Foot,,,Sanchez,Ray,M,43,104,,,,2010-02-01T07:03:00.0000000,2010-02-01T18:40:00.0000000,2010-02-01T21:20:00.0000000,2:40:00,,,,,,,,2010-02-03T06:43:00.0000000,,2010-02-03T07:49:00.0000000,2010-02-03T13:55:00.0000000,6:06:00,,54:52:00,,,
2020,Run,7,"Sanchez, Ray",Sanchez,Ray,,,135,CA USA,,,2020-01-27T07:04:00.0000000,2020-01-27T16:10:00.0000000,2020-01-27T16:30:00.0000000,0:20:00,2020-01-28T03:26:00.0000000,2020-01-28T03:43:00.0000000,0:17:00,,,,,,,2020-01-28T15:59:00.0000000,2020-01-28T16:25:00.0000000,0:26:00,2020-01-29T00:15:00.0000000,41:11:00,41:11:00,,
2022,Run,6,"Sanchez, Ray",Sanchez,Ray,,,135,CA USA,,,2022-01-31T07:04:00.0000000,2022-01-31T16:18:00.0000000,2022-01-31T17:00:00.0000000,0:42:00,2022-02-01T03:34:00.0000000,2022-02-01T04:22:00.0000000,0:48:00,,,,,,,2022-02-01T18:24:00.0000000,2022-02-01T19:11:00.0000000,0:47:00,2022-02-02T02:41:00.0000000,43:37:00,43:37:00,,
2016,Run,6,"Sanchez, Ray",Sanchez,Ray,,,135,CA USA,,,2016-01-25T07:04:00.0000000,2016-01-25T15:43:00.0000000,2016-01-25T16:15:00.0000000,0:32:00,2016-01-26T05:40:00.0000000,2016-01-26T06:47:00.0000000,1:07:00,,,,,,,2016-01-26T21:18:00.0000000,2016-01-26T21:36:00.0000000,0:18:00,2016-01-27T07:02:00.0000000,47:58:00,47:58:00,,
2019,Run,8,"Sanchez, Ray",Sanchez,Ray,,,135,CA USA,,,2019-01-28T07:04:00.0000000,2019-01-28T15:45:00.0000000,2019-01-28T16:35:00.0000000,0:50:00,2019-01-29T03:33:00.0000000,2019-01-29T06:22:00.0000000,2:49:00,,,,,,,2019-01-29T19:10:00.0000000,2019-01-29T20:45:00.0000000,1:35:00,2019-01-30T08:37:00.0000000,49:33:00,49:33:00,,
2015,Run,25,"SANCHEZ, RAY",Sanchez,Ray,,,135,CA USA,,,2015-01-26T07:04:00.0000000,2015-01-26T17:07:00.0000000,2015-01-26T18:11:00.0000000,1:04:00,2015-01-27T05:51:00.0000000,2015-01-27T09:24:00.0000000,3:33:00,,,,,,,2015-01-28T01:30:00.0000000,2015-01-28T01:43:00.0000000,0:13:00,2015-01-28T12:13:00.0000000,53:09:00,53:09:00,,
2013,Run,999,RAY SANCHEZ,Sanchez,Ray,,,135,CA USA,,,2013-01-28T07:04:00.0000000,2013-01-28T17:34:00.0000000,2013-01-28T18:03:00.0000000,0:29:00,2013-01-29T12:45:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2014,Run,999,RAY SANCHEZ,Sanchez,Ray,,,135,CA USA,,,2014-01-27T07:04:00.0000000,2014-01-27T15:44:00.0000000,2014-01-27T16:56:00.0000000,1:12:00,2014-01-28T06:55:00.0000000,,,,,,,,,,,,,,,Dropped at MelGeorge,
2017,Run,4,"Sanchez, Ray",Sanchez,Ray,,,135,CA USA,,,2017-01-30T07:04:00.0000000,2017-01-30T15:07:00.0000000,2017-01-30T15:07:00.0000000,0:00:00,2017-01-31T02:58:00.0000000,2017-01-31T02:58:00.0000000,0:00:00,,,,,,,2017-01-31T16:46:00.0000000,2017-01-31T17:58:00.0000000,1:12:00,2017-02-01T02:04:00.0000000,43:00:00,43:00:00,,TRUE
2018,Run,11,"Sanchez, Ray",Sanchez,Ray,,,135,CA USA,,,2018-01-29T07:06:00.0000000,2018-01-29T15:47:00.0000000,2018-01-29T15:47:00.0000000,0:00:00,2018-01-30T02:11:00.0000000,2018-01-30T02:11:00.0000000,0:00:00,,,,,,,2018-01-30T17:55:00.0000000,2018-01-30T19:05:00.0000000,1:10:00,2018-01-31T04:14:00.0000000,45:08:00,45:08:00,,TRUE
2023,Foot,14,"Sanchez, Ray",Sanchez,Ray,,,135,USA/CA,,,2023-01-30T07:04:00.0000000,2023-01-30T16:41:00.0000000,2023-01-30T17:55:00.0000000,1:14:00,2023-01-31T05:00:00.0000000,2023-01-31T08:15:00.0000000,3:15:00,,,,,,,2023-01-31T21:30:00.0000000,2023-01-31T22:39:00.0000000,1:09:00,2023-02-01T08:44:00.0000000,,49:40:00,"""Those last 5 miles were the
longest 5 miles I've run""",
2011,Run,999,RAYMOND SANCHEZ,Sanchez,Raymond,,,135,,,,2011-01-31T07:01:00.0000000,2011-01-31T16:10:00.0000000,2011-01-31T17:35:00.0000000,1:25:00,2011-02-01T04:03:00.0000000,2011-02-01T07:36:00.0000000,3:33:00,,,,,,,2011-02-01T22:20:00.0000000,2011-02-01T23:53:00.0000000,1:33:00,,,,Dropped - Medical - Ok @ Fortune Bay,
2015,Run,37,"Sandhaas, Larry",Sandhaas,Larry,,,131,IL USA,,,2015-01-26T07:04:00.0000000,2015-01-26T18:38:00.0000000,2015-01-26T19:03:00.0000000,0:25:00,2015-01-27T08:50:00.0000000,2015-01-27T09:57:00.0000000,1:07:00,,,,,,,2015-01-28T06:45:00.0000000,2015-01-28T07:01:00.0000000,0:16:00,2015-01-28T15:36:00.0000000,56:32:00,56:32:00,,
2016,Run,999,"Sandhaas, Larry",Sandhaas,Larry,,,120,IL USA,,,2016-01-25T07:04:00.0000000,2016-01-25T18:34:00.0000000,2016-01-25T19:25:00.0000000,0:51:00,,,,,,,,,,,,,,,,Dropped at SRR,
2017,Run,0,"Sandhaas, Larry",Sandhaas,Larry,,,132,IL USA,,,2017-01-30T07:04:00.0000000,2017-01-30T18:39:00.0000000,2017-01-30T19:10:00.0000000,0:31:00,2017-01-31T09:15:00.0000000,2017-01-31T10:41:00.0000000,1:26:00,,,,,,,2017-02-01T01:50:00.0000000,,,,,,Drop at Surly,
2014,Run,14,Edward Sandor,Sandor,Edward,,,51,MN USA,,,2014-01-27T07:04:00.0000000,2014-01-27T17:21:00.0000000,2014-01-27T18:26:00.0000000,1:05:00,2014-01-28T09:08:00.0000000,2014-01-28T10:00:00.0000000,0:52:00,,,,,,,2014-01-29T04:10:00.0000000,2014-01-29T06:05:00.0000000,1:55:00,2014-01-29T16:00:00.0000000,56:56:00,56:56:00,Finish time includes 1hr penalty for outside help,
2008,Foot,,,Santilhano,Michele,F,37,53,,,,2008-02-04T07:17:00.0000000,2008-02-04T18:22:00.0000000,2008-02-04T19:40:00.0000000,1:18:00,2008-02-05T13:18:00.0000000,2008-02-05T14:00:00.0000000,0:42:00,,,,,,,,,,2008-02-06T15:12:00.0000000,55:55:00,55:55:00,Unofficial Finish,
2023,Bike,27,"Sarka, Ryan",Sarka,Ryan,,,141,USA/NY,,,2023-01-30T07:00:00.0000000,2023-01-30T13:30:00.0000000,2023-01-30T14:42:00.0000000,1:12:00,2023-01-30T20:28:00.0000000,2023-01-31T02:25:00.0000000,5:57:00,,,,,,,2023-01-31T08:00:00.0000000,2023-01-31T09:12:00.0000000,1:12:00,2023-01-31T12:59:00.0000000,,29:59:00,,
2022,Bike,16,"Sava, Shaun",Sava,Shaun,,,139,MN USA,,,2022-01-31T07:00:00.0000000,2022-01-31T11:47:00.0000000,2022-01-31T12:15:00.0000000,0:28:00,2022-01-31T18:02:00.0000000,2022-01-31T18:49:00.0000000,0:47:00,,,,,,,2022-02-01T01:52:00.0000000,2022-02-01T02:26:00.0000000,0:34:00,2022-02-01T06:13:00.0000000,23:13:00,23:13:00,,
2017,Bike,6,"Schad, Charlie",Schad,Charlie,,,133,MN USA,,,2017-01-30T07:00:00.0000000,2017-01-30T09:54:00.0000000,2017-01-30T10:01:00.0000000,0:07:00,2017-01-30T13:35:00.0000000,2017-01-30T13:47:00.0000000,0:12:00,,,,,,,2017-01-30T19:03:00.0000000,2017-01-30T19:11:00.0000000,0:08:00,2017-01-30T22:06:00.0000000,15:06:00,15:06:00,,
2023,Bike,5,"Schad, Charlie",Schad,Charlie,,,142,USA/MN,,,2023-01-30T07:00:00.0000000,2023-01-30T10:52:00.0000000,2023-01-30T10:52:00.0000000,0:00:00,2023-01-30T15:20:00.0000000,2023-01-30T15:49:00.0000000,0:29:00,,,,,,,2023-01-30T21:32:00.0000000,2023-01-30T21:10:00.0000000,0:22:00,2023-01-31T01:40:00.0000000,,18:40:00,,
2013,Bike,26,OSCAR SCHEFERS,Schefers,Oscar,,,70,MN USA,,,2013-01-28T07:00:00.0000000,2013-01-28T12:09:00.0000000,2013-01-28T12:26:00.0000000,0:17:00,2013-01-28T17:34:00.0000000,2013-01-28T19:37:00.0000000,2:03:00,,,,,,,2013-01-29T08:06:00.0000000,2013-01-29T08:29:00.0000000,0:23:00,2013-01-29T12:25:00.0000000,29:25:00,29:25:00,,
2011,Bike,999,OSCAR SCHEFERS,Schefers,Oscar,,,47,,,,2011-01-31T07:00:00.0000000,2011-01-31T11:24:00.0000000,2011-01-31T11:42:00.0000000,0:18:00,2011-01-31T17:12:00.0000000,,,,,,,,,,,,,,,Dropped @ MelGeorge,
